source,t_sec,band_c,n,med_spread,p25_spread,med_top3_bid,p25_top3_bid,med_top3_ask,p25_top3_ask
census,540,86,50,0.01,0.01,983.9,629.0,1179.5,661.2
census,540,88,58,0.01,0.01,825.0,516.7,1144.2,519.1
census,540,90,52,0.01,0.01,1125.6,568.7,1856.1,1003.1
census,540,92,47,0.01,0.01,1022.4,515.2,1875.4,883.1
census,540,94,62,0.01,0.01,1295.9,757.1,2624.6,1597.8
census,540,96,70,0.01,0.01,1778.1,1050.8,6512.1,3147.7
census,540,98,55,0.01,0.009,2885.3,1196.0,2671.4,766.5
census,555,0,38,0.01,0.01,3149.3,1483.2,2777.4,1388.7
census,555,2,92,0.01,0.01,5986.2,2620.2,1617.3,972.6
census,555,4,65,0.01,0.01,3274.0,1827.3,1173.1,628.9
census,555,6,62,0.01,0.01,1601.2,667.2,1202.1,749.1
census,555,8,51,0.01,0.01,1526.6,619.3,908.4,480.7
census,555,10,57,0.01,0.01,1334.8,691.2,1043.1,576.0
census,555,12,44,0.01,0.01,1165.7,413.2,609.9,204.5
census,555,14,39,0.01,0.01,774.0,276.5,690.9,356.7
census,555,16,23,0.01,0.01,931.0,641.6,673.4,449.7
census,555,18,42,0.01,0.01,933.9,428.7,750.1,495.4
census,555,20,38,0.01,0.01,931.1,555.0,735.0,501.5
census,555,22,34,0.01,0.01,614.2,274.7,648.4,371.7
census,555,24,29,0.01,0.01,806.2,724.7,845.7,508.1
census,555,26,37,0.01,0.01,1011.8,324.1,811.9,439.3
census,555,28,30,0.01,0.01,960.2,473.1,738.2,314.6
census,555,30,27,0.01,0.01,776.0,486.7,556.0,195.5
census,555,32,33,0.01,0.01,808.9,251.5,812.9,321.2
census,555,34,32,0.01,0.01,696.5,318.3,830.0,541.9
census,555,36,25,0.01,0.01,825.0,606.0,920.2,489.8
census,555,38,22,0.01,0.01,715.0,287.7,830.0,365.1
census,555,40,23,0.01,0.01,691.3,265.7,1225.9,380.7
census,555,42,27,0.01,0.01,727.2,355.0,715.0,400.4
census,555,44,34,0.01,0.01,598.9,426.2,886.1,472.9
census,555,46,22,0.01,0.01,1003.4,460.0,1305.5,410.5
census,555,48,41,0.01,0.01,827.7,385.7,825.7,469.0
census,555,50,50,0.01,0.01,2760.5,793.9,3447.1,759.1
census,555,52,23,0.01,0.01,637.0,386.9,704.5,481.6
census,555,54,18,0.01,0.01,580.0,429.2,354.2,194.1
census,555,56,33,0.01,0.01,709.0,329.6,621.9,237.6
census,555,58,23,0.01,0.01,670.7,404.0,801.0,461.3
census,555,60,28,0.01,0.01,751.0,281.3,1398.6,403.4
census,555,62,37,0.01,0.01,788.6,313.0,843.5,466.7
census,555,64,24,0.01,0.01,812.7,460.9,722.5,507.6
census,555,66,19,0.01,0.01,1050.0,306.3,605.5,412.6
census,555,68,38,0.01,0.01,714.3,212.7,691.0,338.2
census,555,70,27,0.01,0.01,794.0,426.4,839.3,542.0
census,555,72,30,0.01,0.01,894.6,341.3,788.7,531.4
census,555,74,36,0.01,0.01,879.5,540.3,936.5,490.9
census,555,76,39,0.01,0.01,923.4,386.8,723.0,336.6
census,555,78,37,0.01,0.01,951.6,453.5,1056.4,642.7
census,555,80,38,0.01,0.01,876.5,295.2,831.2,307.1
census,555,82,40,0.01,0.01,820.9,535.5,895.3,539.0
census,555,84,42,0.01,0.01,946.2,373.1,962.8,526.8
census,555,86,49,0.01,0.01,986.4,454.1,1282.6,558.1
census,555,88,53,0.01,0.01,960.1,563.7,1164.6,399.6
census,555,90,67,0.01,0.01,869.7,461.5,1254.3,714.4
census,555,92,43,0.01,0.01,1374.7,639.0,1757.4,853.5
census,555,94,58,0.01,0.01,1326.4,628.0,3285.4,1402.4
census,555,96,86,0.01,0.01,1676.3,897.2,5828.4,3544.7
census,555,98,61,0.01,0.008,2299.5,944.9,2157.9,601.4
census,570,0,49,0.01,0.01,4573.9,1403.5,2558.3,1027.3
census,570,2,92,0.01,0.01,5760.8,3594.5,1574.4,1000.6
census,570,4,69,0.01,0.01,3591.6,1964.0,1505.6,899.5
census,570,6,64,0.01,0.01,1460.7,900.1,1116.7,636.2
census,570,8,50,0.01,0.01,1150.6,566.9,742.4,504.3
census,570,10,37,0.01,0.01,1853.2,677.6,1674.7,600.5
census,570,12,42,0.01,0.01,1078.7,501.6,1045.6,399.0
census,570,14,43,0.01,0.01,829.8,471.9,704.0,496.7
census,570,16,39,0.01,0.01,618.7,177.5,651.1,196.7
census,570,18,28,0.01,0.01,770.3,452.8,888.4,509.0
census,570,20,40,0.01,0.01,1047.3,554.5,654.4,340.5
census,570,22,31,0.01,0.01,677.0,397.4,1021.8,642.3
census,570,24,33,0.01,0.01,944.8,509.4,846.0,533.6
census,570,26,29,0.01,0.01,838.2,505.3,733.7,561.9
census,570,28,41,0.01,0.01,707.7,333.0,441.7,252.0
census,570,30,30,0.01,0.01,932.8,573.4,805.2,358.2
census,570,32,33,0.01,0.01,619.1,440.9,484.0,276.4
census,570,34,32,0.01,0.01,794.1,431.3,787.7,292.8
census,570,36,18,0.01,0.01,644.7,517.4,607.9,318.3
census,570,38,33,0.01,0.01,1055.7,701.9,947.8,496.9
census,570,40,26,0.01,0.01,530.4,274.9,815.1,238.0
census,570,42,22,0.01,0.01,954.2,561.4,878.2,543.1
census,570,44,25,0.01,0.01,806.6,406.4,696.5,489.1
census,570,46,23,0.01,0.01,663.7,233.2,620.7,299.1
census,570,48,34,0.01,0.01,1590.2,608.1,1503.3,636.6
census,570,50,56,0.01,0.01,2730.6,702.5,2086.0,615.5
census,570,52,22,0.01,0.01,764.3,431.7,587.9,356.3
census,570,54,28,0.01,0.01,815.8,387.1,642.8,413.1
census,570,56,21,0.01,0.01,661.5,503.8,774.2,284.6
census,570,58,24,0.01,0.01,672.9,482.9,545.6,205.3
census,570,60,20,0.01,0.01,1235.1,616.8,705.3,399.9
census,570,62,20,0.01,0.01,1183.0,322.0,929.7,561.5
census,570,64,25,0.01,0.01,771.1,377.0,578.0,321.4
census,570,66,33,0.01,0.01,686.8,252.8,835.4,367.2
census,570,68,38,0.01,0.01,1044.2,346.3,811.8,375.3
census,570,70,28,0.01,0.01,674.2,279.7,710.4,340.2
census,570,72,32,0.01,0.01,967.7,384.7,791.1,432.3
census,570,74,27,0.01,0.01,929.9,307.6,731.3,533.5
census,570,76,37,0.01,0.01,938.6,553.0,953.8,493.0
census,570,78,38,0.01,0.01,1036.7,647.1,1183.3,584.7
census,570,80,27,0.01,0.01,1190.7,390.1,871.7,399.8
census,570,82,40,0.01,0.01,921.8,674.4,499.1,362.3
census,570,84,39,0.01,0.01,865.3,423.2,871.7,474.0
census,570,86,56,0.01,0.01,864.0,439.6,878.1,456.5
census,570,88,52,0.01,0.01,1075.7,438.0,1471.8,663.1
census,570,90,65,0.01,0.01,789.2,400.9,1299.0,654.1
census,570,92,60,0.01,0.01,1256.3,570.4,1498.5,786.2
census,570,94,58,0.01,0.01,1325.8,414.8,2531.4,1615.4
census,570,96,84,0.01,0.01,1903.6,1024.3,6296.5,2851.9
census,570,98,63,0.01,0.0075,2256.5,1201.3,2109.8,758.6
census,585,0,60,0.01,0.009,3014.5,861.7,2570.8,1263.0
census,585,2,91,0.01,0.01,7063.3,4038.9,1757.6,1217.5
census,585,4,80,0.01,0.01,3225.0,1662.7,1168.6,670.4
census,585,6,56,0.01,0.01,1478.2,829.9,961.6,544.5
census,585,8,50,0.01,0.01,1510.1,722.5,1158.7,722.8
census,585,10,44,0.01,0.01,1004.9,535.5,574.0,314.1
census,585,12,36,0.01,0.01,1140.7,468.2,675.7,411.5
census,585,14,42,0.01,0.01,1055.0,349.7,927.1,437.2
census,585,16,42,0.01,0.01,940.5,490.9,800.0,371.8
census,585,18,23,0.01,0.01,628.1,317.5,830.9,550.4
census,585,20,44,0.01,0.01,736.1,390.4,813.6,453.2
census,585,22,29,0.01,0.01,655.7,467.5,1028.7,428.8
census,585,24,35,0.01,0.01,1140.8,798.2,668.4,495.3
census,585,26,31,0.01,0.01,868.2,350.2,602.9,368.7
census,585,28,32,0.01,0.01,512.0,283.2,539.6,293.5
census,585,30,22,0.01,0.01,659.6,274.1,805.2,336.6
census,585,32,34,0.01,0.01,942.7,452.5,768.6,483.3
census,585,34,34,0.01,0.01,686.2,319.0,983.0,439.4
census,585,36,19,0.01,0.01,566.2,310.7,677.4,387.7
census,585,38,25,0.01,0.01,794.6,429.6,665.8,398.0
census,585,40,26,0.01,0.01,524.2,331.4,601.5,405.3
census,585,42,26,0.01,0.01,829.4,509.3,697.7,327.0
census,585,44,28,0.01,0.01,997.5,554.2,1178.4,703.4
census,585,46,24,0.01,0.01,597.0,307.9,941.6,671.7
census,585,48,37,0.01,0.01,865.1,470.2,1561.0,534.4
census,585,50,41,0.01,0.01,3469.2,2081.4,3731.8,1312.2
census,585,52,23,0.01,0.01,708.8,328.5,645.5,225.0
census,585,54,26,0.01,0.01,687.0,431.4,831.1,454.0
census,585,56,23,0.01,0.01,772.6,343.5,486.0,321.0
census,585,58,20,0.01,0.01,615.5,436.7,643.2,358.0
census,585,60,17,0.01,0.01,546.6,241.9,694.6,295.0
census,585,62,24,0.01,0.01,590.8,209.7,595.4,358.6
census,585,64,21,0.01,0.01,780.1,492.1,793.0,408.5
census,585,66,35,0.01,0.01,772.2,525.7,629.1,457.0
census,585,68,27,0.01,0.01,845.3,469.8,625.5,453.1
census,585,70,26,0.01,0.01,778.2,337.4,879.7,391.1
census,585,72,41,0.01,0.01,988.6,432.4,971.3,518.4
census,585,74,28,0.01,0.01,902.5,626.2,985.5,617.9
census,585,76,38,0.01,0.01,846.1,455.5,776.6,486.6
census,585,78,33,0.01,0.01,860.2,542.3,881.0,453.6
census,585,80,37,0.01,0.01,697.9,449.4,713.0,443.9
census,585,82,37,0.01,0.01,997.6,590.7,782.6,532.3
census,585,84,39,0.01,0.01,788.8,483.9,807.4,389.3
census,585,86,65,0.01,0.01,636.9,319.3,813.8,453.0
census,585,88,53,0.01,0.01,1108.7,618.4,1205.0,652.1
census,585,90,40,0.01,0.01,1123.6,374.7,1237.8,677.4
census,585,92,75,0.01,0.01,1253.8,606.6,1708.0,753.9
census,585,94,58,0.01,0.01,1740.6,730.8,3141.2,1516.6
census,585,96,90,0.01,0.01,1989.1,966.3,6313.2,2884.8
census,585,98,67,0.01,0.0035,2143.8,815.2,2205.3,1064.1
census,600,0,59,0.01,0.0085,3207.8,996.7,2361.2,1275.0
census,600,2,112,0.01,0.01,7472.2,4038.7,1667.9,950.4
census,600,4,68,0.01,0.01,2498.9,1705.2,930.4,489.2
census,600,6,62,0.01,0.01,1354.3,809.1,842.5,460.9
census,600,8,58,0.01,0.01,1194.1,825.0,930.3,461.6
census,600,10,38,0.01,0.01,1160.2,365.6,622.7,367.5
census,600,12,37,0.01,0.01,764.8,391.0,651.7,293.7
census,600,14,44,0.01,0.01,743.4,439.8,525.2,192.5
census,600,16,33,0.01,0.01,798.2,396.5,575.8,312.8
census,600,18,25,0.01,0.01,725.5,373.1,533.2,348.1
census,600,20,41,0.01,0.01,530.0,187.0,653.9,179.2
census,600,22,23,0.01,0.01,931.6,593.2,741.0,529.6
census,600,24,36,0.01,0.01,775.3,322.8,776.7,406.7
census,600,26,30,0.01,0.01,1017.0,335.6,602.1,319.7
census,600,28,31,0.01,0.01,671.0,360.1,532.7,284.0
census,600,30,30,0.01,0.01,611.7,414.1,606.6,342.0
census,600,32,30,0.01,0.01,878.9,253.5,1048.5,418.7
census,600,34,27,0.01,0.01,536.1,262.1,735.3,273.0
census,600,36,23,0.01,0.01,501.0,266.6,703.0,344.1
census,600,38,21,0.01,0.01,624.8,366.8,569.9,366.4
census,600,40,29,0.01,0.01,744.4,316.2,735.0,501.4
census,600,42,23,0.01,0.01,671.8,298.7,653.2,230.2
census,600,44,20,0.01,0.01,893.5,415.3,312.1,205.6
census,600,46,30,0.01,0.01,715.3,357.4,684.2,329.7
census,600,48,23,0.01,0.01,755.1,390.8,755.0,359.6
census,600,50,49,0.01,0.01,2903.6,866.8,3114.1,551.0
census,600,52,22,0.01,0.01,313.5,167.0,528.3,264.7
census,600,54,19,0.01,0.01,612.1,437.0,547.4,421.8
census,600,56,25,0.01,0.01,386.7,210.3,490.6,373.0
census,600,58,16,0.01,0.01,664.7,325.7,607.5,456.6
census,600,60,29,0.01,0.01,453.3,261.5,527.7,297.7
census,600,62,16,0.01,0.01,457.5,122.1,541.5,351.8
census,600,64,30,0.01,0.01,688.2,335.7,693.7,361.0
census,600,66,25,0.01,0.01,645.2,430.8,607.1,272.5
census,600,68,25,0.01,0.01,555.4,249.0,635.2,430.8
census,600,70,34,0.01,0.01,633.6,335.2,625.5,349.9
census,600,72,33,0.01,0.01,573.3,307.0,737.2,469.7
census,600,74,34,0.01,0.01,613.6,227.9,638.1,425.9
census,600,76,38,0.01,0.01,863.9,387.0,954.1,478.4
census,600,78,27,0.01,0.01,762.0,377.8,666.0,345.2
census,600,80,39,0.01,0.01,625.0,271.8,540.2,333.9
census,600,82,39,0.01,0.01,887.3,559.9,834.2,509.8
census,600,84,52,0.01,0.01,754.4,405.4,677.1,331.3
census,600,86,43,0.01,0.01,627.4,405.3,914.2,553.3
census,600,88,46,0.01,0.01,529.1,321.3,688.8,423.8
census,600,90,51,0.01,0.01,593.8,420.6,1111.3,501.5
census,600,92,55,0.01,0.01,1044.2,625.7,1525.4,786.6
census,600,94,71,0.01,0.01,1210.4,541.3,3453.8,2131.3
census,600,96,99,0.01,0.01,1558.5,823.0,5401.2,2847.7
census,600,98,71,0.01,0.0035,1866.8,804.1,2032.3,484.9
census,615,0,89,0.01,0.01,2557.2,934.1,2270.6,1160.9
census,615,2,92,0.01,0.01,6092.5,3774.9,1652.4,929.0
census,615,4,72,0.01,0.01,3143.3,1751.3,1049.6,540.1
census,615,6,58,0.01,0.01,1551.6,685.9,890.0,497.1
census,615,8,60,0.01,0.01,1463.0,664.3,885.6,500.6
census,615,10,40,0.01,0.01,1046.2,467.3,740.3,556.6
census,615,12,35,0.01,0.01,851.5,521.5,586.0,233.1
census,615,14,44,0.01,0.01,943.8,400.1,704.0,353.1
census,615,16,28,0.01,0.01,933.4,421.8,797.5,334.5
census,615,18,33,0.01,0.01,680.9,374.3,631.0,299.2
census,615,20,25,0.01,0.01,1111.7,619.0,698.1,369.3
census,615,22,24,0.01,0.01,535.8,339.1,568.5,353.1
census,615,24,34,0.01,0.01,875.3,480.5,839.8,323.7
census,615,26,22,0.01,0.01,685.9,451.0,689.4,507.8
census,615,28,31,0.01,0.01,741.4,447.7,706.0,429.5
census,615,30,21,0.01,0.01,500.0,404.5,843.9,447.7
census,615,32,22,0.01,0.01,619.6,363.5,693.2,390.3
census,615,34,19,0.01,0.01,753.3,281.3,480.6,278.2
census,615,36,29,0.01,0.01,747.0,377.0,700.7,332.1
census,615,38,25,0.01,0.01,644.2,279.5,593.0,264.1
census,615,40,23,0.01,0.01,782.7,418.2,869.3,519.9
census,615,42,32,0.01,0.01,653.8,248.4,781.2,356.1
census,615,44,20,0.01,0.01,520.4,317.6,367.5,208.6
census,615,46,22,0.01,0.01,855.8,435.6,714.8,356.1
census,615,48,24,0.01,0.01,1697.6,859.0,1775.5,461.5
census,615,50,49,0.01,0.01,2903.6,874.9,3257.1,687.0
census,615,52,36,0.01,0.01,541.6,227.3,593.0,233.0
census,615,54,19,0.01,0.01,565.5,396.0,566.0,466.3
census,615,56,31,0.01,0.01,657.9,244.7,777.0,316.9
census,615,58,17,0.01,0.01,938.7,622.9,779.4,596.7
census,615,60,24,0.01,0.01,483.7,272.0,478.8,284.7
census,615,62,25,0.01,0.01,601.0,368.2,750.0,271.8
census,615,64,21,0.01,0.01,722.9,469.1,527.9,249.3
census,615,66,29,0.01,0.01,593.0,344.0,813.8,397.0
census,615,68,33,0.01,0.01,748.8,489.2,750.1,372.2
census,615,70,26,0.01,0.01,690.7,328.5,681.1,317.9
census,615,72,34,0.01,0.01,646.0,265.7,768.3,374.3
census,615,74,33,0.01,0.01,509.0,296.5,792.1,332.0
census,615,76,30,0.01,0.01,1111.0,481.0,742.7,280.7
census,615,78,24,0.01,0.01,799.4,382.0,762.8,382.6
census,615,80,36,0.01,0.01,682.3,249.9,855.7,450.9
census,615,82,41,0.01,0.01,989.6,647.7,866.3,376.5
census,615,84,47,0.01,0.01,1040.1,474.6,688.5,396.6
census,615,86,46,0.01,0.01,758.0,388.4,832.0,616.3
census,615,88,50,0.01,0.01,764.5,369.7,712.7,454.4
census,615,90,50,0.01,0.01,868.0,521.2,1247.8,525.9
census,615,92,50,0.01,0.01,919.9,632.3,1530.1,1099.7
census,615,94,67,0.01,0.01,1089.0,649.2,2666.8,1194.0
census,615,96,93,0.01,0.01,1850.9,905.5,5877.8,2976.5
census,615,98,84,0.01,0.002,2664.9,1196.7,2308.0,762.0
census,630,0,99,0.01,0.009,2894.3,608.5,2273.9,982.5
census,630,2,101,0.01,0.01,6591.2,3185.5,1554.5,833.0
census,630,4,64,0.01,0.01,3051.8,1489.8,1031.0,549.1
census,630,6,63,0.01,0.01,1777.2,919.7,992.3,637.1
census,630,8,36,0.01,0.01,712.3,393.6,914.3,554.4
census,630,10,48,0.01,0.01,897.1,390.9,663.8,295.7
census,630,12,40,0.01,0.01,1080.2,617.6,915.3,550.7
census,630,14,39,0.01,0.01,958.4,496.4,534.3,311.6
census,630,16,40,0.01,0.01,846.3,343.8,826.0,269.9
census,630,18,25,0.01,0.01,936.8,349.3,664.1,282.0
census,630,20,21,0.01,0.01,657.5,290.9,597.8,355.8
census,630,22,38,0.01,0.01,839.8,489.2,842.8,386.3
census,630,24,21,0.01,0.01,632.4,490.9,613.0,324.0
census,630,26,16,0.01,0.01,677.1,456.6,531.8,308.9
census,630,28,31,0.01,0.01,485.9,243.2,835.0,453.3
census,630,30,29,0.01,0.01,770.2,243.3,702.0,360.1
census,630,32,22,0.01,0.01,837.3,575.0,839.9,626.0
census,630,34,18,0.01,0.01,479.0,308.4,786.7,637.2
census,630,36,25,0.01,0.01,700.5,285.6,657.2,359.9
census,630,38,19,0.01,0.01,618.0,190.4,629.0,197.6
census,630,40,28,0.01,0.01,923.6,452.5,383.9,175.4
census,630,42,20,0.01,0.01,1260.2,550.6,574.7,332.4
census,630,44,28,0.01,0.01,758.9,433.2,685.7,235.9
census,630,46,23,0.01,0.01,826.2,528.6,514.9,174.9
census,630,48,26,0.01,0.01,1212.0,390.2,1016.6,476.0
census,630,50,56,0.01,0.01,2547.6,549.9,2487.6,508.7
census,630,52,21,0.01,0.01,327.0,123.9,505.7,239.0
census,630,54,25,0.01,0.01,504.2,274.1,544.1,392.0
census,630,56,23,0.02,0.01,523.0,80.7,736.0,272.2
census,630,58,25,0.01,0.01,853.6,378.3,552.8,301.7
census,630,60,20,0.01,0.01,488.9,316.9,920.5,613.9
census,630,62,23,0.01,0.01,608.1,239.8,598.7,342.6
census,630,64,32,0.01,0.01,608.5,347.2,362.7,187.3
census,630,66,27,0.01,0.01,506.4,284.1,805.9,186.8
census,630,68,23,0.01,0.01,459.6,181.0,948.1,345.9
census,630,70,17,0.01,0.01,807.7,385.3,657.5,589.0
census,630,72,19,0.01,0.01,684.0,273.7,527.5,215.5
census,630,74,32,0.01,0.01,674.6,252.5,716.3,299.2
census,630,76,27,0.01,0.01,587.0,279.7,773.5,384.9
census,630,78,34,0.01,0.01,823.3,511.6,524.4,385.2
census,630,80,36,0.01,0.01,801.7,368.9,761.5,427.8
census,630,82,44,0.01,0.01,925.3,493.2,717.4,440.8
census,630,84,39,0.01,0.01,847.8,296.5,601.1,247.2
census,630,86,44,0.01,0.01,1041.2,507.0,1113.7,533.4
census,630,88,60,0.01,0.01,802.3,579.5,995.2,602.5
census,630,90,50,0.01,0.01,708.3,430.7,1018.9,394.6
census,630,92,53,0.01,0.01,962.6,589.5,1712.2,1109.4
census,630,94,67,0.01,0.01,1063.0,405.3,2391.9,1301.0
census,630,96,84,0.01,0.01,1560.3,857.5,5816.9,2799.2
census,630,98,95,0.01,0.002,2427.6,1227.8,3210.4,1420.2
census,645,0,93,0.01,0.007,2995.6,848.2,2485.2,1006.7
census,645,2,114,0.01,0.01,6343.5,3807.0,1227.5,691.0
census,645,4,67,0.01,0.01,3600.8,1806.8,1115.2,577.0
census,645,6,48,0.01,0.01,1432.7,632.0,853.8,541.3
census,645,8,49,0.01,0.01,1563.7,925.1,1102.0,442.8
census,645,10,41,0.01,0.01,1230.5,465.9,723.3,430.4
census,645,12,40,0.01,0.01,1011.3,330.1,796.5,380.3
census,645,14,35,0.01,0.01,847.9,423.0,750.0,250.5
census,645,16,33,0.01,0.01,1198.8,512.5,814.5,195.5
census,645,18,39,0.01,0.01,921.1,457.4,671.9,397.9
census,645,20,31,0.01,0.01,675.2,324.6,607.3,375.3
census,645,22,32,0.01,0.01,591.2,367.2,764.9,377.3
census,645,24,27,0.01,0.01,640.4,290.1,584.2,220.6
census,645,26,21,0.01,0.01,563.3,185.4,744.7,433.5
census,645,28,19,0.02,0.01,495.3,254.5,459.3,307.7
census,645,30,26,0.01,0.01,621.5,373.6,603.7,351.4
census,645,32,18,0.01,0.01,779.5,567.1,673.7,453.9
census,645,34,19,0.01,0.01,790.4,308.0,505.8,312.2
census,645,36,22,0.02,0.01,752.4,251.7,441.0,135.8
census,645,38,23,0.01,0.01,739.0,316.5,634.0,235.6
census,645,40,13,0.01,0.01,809.8,391.0,533.5,212.1
census,645,42,20,0.01,0.01,792.0,306.0,447.0,156.0
census,645,44,15,0.01,0.01,575.0,454.2,535.0,338.2
census,645,46,29,0.01,0.01,615.2,363.1,574.2,287.1
census,645,48,21,0.01,0.01,902.9,417.4,1360.7,559.5
census,645,50,50,0.01,0.01,2878.3,885.6,3185.6,390.8
census,645,52,26,0.01,0.01,538.1,251.0,472.9,252.0
census,645,54,21,0.01,0.01,643.7,292.0,974.9,566.6
census,645,56,17,0.01,0.01,377.4,187.0,484.6,257.0
census,645,58,26,0.01,0.01,776.8,369.9,782.0,341.6
census,645,60,27,0.01,0.01,765.3,147.8,757.4,275.7
census,645,62,33,0.01,0.01,641.8,322.9,996.6,538.8
census,645,64,28,0.01,0.01,963.0,354.6,434.0,266.2
census,645,66,19,0.01,0.01,1129.9,493.3,906.0,449.5
census,645,68,29,0.01,0.01,577.5,290.7,724.6,429.0
census,645,70,16,0.01,0.01,496.6,230.0,871.4,311.3
census,645,72,17,0.01,0.01,637.7,517.4,432.7,186.0
census,645,74,37,0.01,0.01,510.6,242.0,746.0,400.3
census,645,76,30,0.01,0.01,827.7,422.1,767.7,430.4
census,645,78,29,0.01,0.01,690.7,420.0,484.1,179.1
census,645,80,37,0.01,0.01,921.7,389.7,793.4,372.1
census,645,82,40,0.01,0.01,805.2,585.2,736.0,452.8
census,645,84,34,0.01,0.01,914.8,522.9,935.3,697.5
census,645,86,52,0.01,0.01,856.1,362.0,772.3,453.2
census,645,88,56,0.01,0.01,1006.5,416.4,1110.4,497.1
census,645,90,49,0.01,0.01,988.0,228.0,906.0,464.7
census,645,92,58,0.01,0.01,935.3,658.0,1889.4,1073.0
census,645,94,48,0.01,0.01,1053.1,492.3,2339.6,1086.8
census,645,96,97,0.01,0.01,1438.4,734.9,5675.8,2970.5
census,645,98,104,0.01,0.002,2442.6,1167.4,2698.6,1037.0
census,660,0,106,0.01,0.006,2853.9,817.3,2448.2,1195.1
census,660,2,102,0.01,0.01,6350.4,3436.7,1119.7,618.5
census,660,4,64,0.01,0.01,3295.0,2046.6,1173.6,561.8
census,660,6,67,0.01,0.01,1366.0,982.3,952.1,650.0
census,660,8,44,0.01,0.01,1069.7,535.2,867.8,486.1
census,660,10,40,0.01,0.01,1208.3,687.6,652.8,270.0
census,660,12,40,0.01,0.01,1249.2,742.5,973.3,473.1
census,660,14,40,0.01,0.01,812.4,382.3,573.5,292.8
census,660,16,34,0.01,0.01,691.8,317.3,692.9,297.7
census,660,18,35,0.01,0.01,931.5,282.7,628.0,365.0
census,660,20,22,0.01,0.01,888.0,654.0,667.2,375.1
census,660,22,25,0.01,0.01,1013.7,702.1,889.2,614.0
census,660,24,24,0.01,0.01,599.9,267.8,584.9,433.8
census,660,26,20,0.01,0.01,648.3,349.8,774.8,360.4
census,660,28,29,0.01,0.01,788.7,301.6,703.0,391.4
census,660,30,24,0.01,0.01,760.4,292.3,500.3,224.3
census,660,32,17,0.01,0.01,795.6,652.7,922.5,719.0
census,660,34,14,0.01,0.01,720.3,403.5,592.6,343.3
census,660,36,17,0.02,0.01,685.1,252.8,654.0,210.9
census,660,38,13,0.01,0.01,1126.9,235.0,413.1,125.6
census,660,40,27,0.01,0.01,478.0,303.0,529.5,279.2
census,660,42,18,0.01,0.01,660.2,370.0,664.1,459.1
census,660,44,24,0.01,0.01,840.3,261.5,824.4,325.3
census,660,46,19,0.01,0.01,677.2,318.4,909.4,297.1
census,660,48,30,0.01,0.01,1029.2,402.9,1185.8,316.8
census,660,50,42,0.01,0.01,3446.2,841.2,3695.4,1052.2
census,660,52,31,0.01,0.01,466.2,185.9,781.8,301.5
census,660,54,27,0.01,0.01,811.7,399.9,469.9,153.4
census,660,56,17,0.02,0.01,347.2,99.5,475.0,147.9
census,660,58,16,0.01,0.01,628.4,375.5,335.5,200.9
census,660,60,27,0.01,0.01,609.4,294.7,647.5,321.2
census,660,62,16,0.01,0.01,630.1,177.0,530.1,469.9
census,660,64,23,0.01,0.01,717.3,498.0,589.4,285.5
census,660,66,16,0.01,0.01,516.1,349.1,428.2,258.6
census,660,68,32,0.01,0.01,502.6,221.8,578.8,266.3
census,660,70,25,0.01,0.01,465.5,228.8,577.7,259.5
census,660,72,20,0.01,0.01,1040.4,622.6,768.4,316.0
census,660,74,38,0.01,0.01,617.7,262.9,728.0,465.4
census,660,76,29,0.01,0.01,1029.6,335.0,878.6,314.8
census,660,78,22,0.01,0.01,371.5,204.4,897.7,398.7
census,660,80,32,0.01,0.01,782.2,533.4,746.8,365.2
census,660,82,43,0.01,0.01,841.2,504.5,767.9,524.0
census,660,84,41,0.01,0.01,981.0,384.0,920.6,450.5
census,660,86,35,0.01,0.01,1013.5,666.8,1189.7,620.2
census,660,88,47,0.01,0.01,864.8,424.3,1140.2,594.1
census,660,90,61,0.01,0.01,813.2,561.5,1098.7,662.0
census,660,92,49,0.01,0.01,1008.1,593.7,1639.1,829.0
census,660,94,67,0.01,0.01,1198.9,508.6,2225.0,1230.6
census,660,96,93,0.01,0.01,1147.6,613.8,5082.0,2827.1
census,660,98,114,0.01,0.0023,2302.6,1177.0,2778.6,733.6
census,675,0,119,0.01,0.006,3384.9,1099.4,2439.3,915.1
census,675,2,97,0.01,0.01,5895.0,2823.1,1251.8,799.5
census,675,4,71,0.01,0.01,3171.8,1235.2,973.6,432.1
census,675,6,60,0.01,0.01,1451.2,780.0,898.1,429.8
census,675,8,40,0.01,0.01,2087.2,1027.7,918.8,518.1
census,675,10,39,0.01,0.01,1037.4,551.5,748.0,472.6
census,675,12,28,0.01,0.01,764.2,357.0,727.9,352.9
census,675,14,34,0.01,0.01,750.0,346.9,748.8,353.8
census,675,16,33,0.01,0.01,748.8,311.6,569.4,348.2
census,675,18,24,0.01,0.01,606.7,300.8,702.7,241.1
census,675,20,27,0.01,0.01,660.0,375.9,588.0,359.7
census,675,22,29,0.01,0.01,822.2,474.0,778.1,525.2
census,675,24,27,0.01,0.01,612.3,248.5,499.2,252.9
census,675,26,33,0.01,0.01,589.6,383.4,464.9,331.6
census,675,28,22,0.01,0.01,457.4,267.0,673.2,199.1
census,675,30,19,0.01,0.01,706.2,439.9,712.3,391.3
census,675,32,19,0.01,0.01,985.7,303.3,653.4,416.5
census,675,34,15,0.01,0.01,719.7,308.2,549.9,318.5
