month,t_sec,band_c,n,med_spread,p90_spread,med_top3_bid,p90_top3_bid,med_top3_ask,p90_top3_ask
btc-updown-15m-1761792300,0.14,16,2,433.205,469.041,416.8,591.0,0.8,0.8
btc-updown-15m-1761792300,0.15,16,6,494.0,609.91,540.9,629.9,0.8,0.8
btc-updown-15m-1761792300,0.16,18,3,702.0,702.0,617.9,627.1,0.8,0.8
btc-updown-15m-1761792300,0.17,18,3,447.14,450.228,166.8,706.2,0.8,0.8
btc-updown-15m-1761792300,0.18,18,1,457.0,457.0,60.0,60.0,0.8,0.8
btc-updown-15m-1761792300,0.18,20,1,487.0,487.0,426.4,426.4,0.8,0.8
btc-updown-15m-1761792300,0.19,20,3,497.0,500.2,81.8,407.6,0.8,0.8
btc-updown-15m-1761792300,0.2,20,2,132.96,196.128,329.7,521.0,0.8,0.8
btc-updown-15m-1761792300,0.23,24,1,483.0,483.0,437.5,437.5,0.7,0.7
btc-updown-15m-1761792300,0.25,26,3,60.33,122.226,401.6,561.1,0.7,0.7
btc-updown-15m-1761792300,0.26,26,1,559.0,559.0,573.0,573.0,0.7,0.7
btc-updown-15m-1761792300,0.26,30,1,437.0,437.0,27.0,27.0,0.7,0.7
btc-updown-15m-1761792300,0.27,28,1,278.8,278.8,495.9,495.9,0.7,0.7
btc-updown-15m-1761792300,0.29,28,1,119.59,119.59,58.0,58.0,0.7,0.7
btc-updown-15m-1761792300,0.29,30,3,510.4,614.08,73.0,357.8,0.7,0.7
btc-updown-15m-1761792300,0.3,30,1,464.0,464.0,54.8,54.8,0.7,0.7
btc-updown-15m-1761792300,0.31,32,2,340.75,426.95,373.1,646.0,0.6,0.6
btc-updown-15m-1761792300,0.33,34,1,460.0,460.0,56.0,56.0,0.6,0.6
btc-updown-15m-1761792300,0.34,34,1,495.0,495.0,446.9,446.9,0.6,0.6
btc-updown-15m-1761792300,0.34,36,1,335.59,335.59,582.7,582.7,0.6,0.6
btc-updown-15m-1761792300,0.35,36,2,299.615,434.507,344.7,455.7,0.6,0.6
btc-updown-15m-1761792300,0.4,44,2,458.0,484.4,80.0,111.6,0.5,0.5
btc-updown-15m-1761792300,0.48,50,1,438.0,438.0,434.0,434.0,0.5,0.5
btc-updown-15m-1761792300,0.58,70,1,655.51,655.51,250.0,250.0,0.2,0.2
btc-updown-15m-1761792300,0.77,82,1,67.81,67.81,59.0,59.0,0.1,0.1
btc-updown-15m-1761792300,0.86,88,1,265.04,265.04,64.0,64.0,0.1,0.1
btc-updown-15m-1761796800,0.01,0,1,876.39,876.39,188.5,188.5,1.0,1.0
btc-updown-15m-1761796800,0.01,2,3,913.34,1125.028,58.5,122.1,1.0,1.0
btc-updown-15m-1761796800,0.01,4,2,734.57,1089.274,170.4,277.2,0.9,0.9
btc-updown-15m-1761796800,0.03,4,3,1676.41,1744.41,295.6,390.3,0.9,0.9
btc-updown-15m-1761796800,0.04,4,1,557.69,557.69,437.7,437.7,0.9,0.9
btc-updown-15m-1761796800,0.04,6,1,443.69,443.69,313.9,313.9,0.9,0.9
btc-updown-15m-1761796800,0.05,6,2,303.5,332.7,257.3,415.0,0.9,0.9
btc-updown-15m-1761796800,0.1,10,3,255.1,673.42,476.8,540.0,0.9,0.9
btc-updown-15m-1761796800,0.1,12,1,35.0,35.0,79.1,79.1,0.9,0.9
btc-updown-15m-1761796800,0.11,12,1,454.45,454.45,422.6,422.6,0.9,0.9
btc-updown-15m-1761796800,0.13,14,1,46.0,46.0,416.6,416.6,0.9,0.9
btc-updown-15m-1761796800,0.14,14,1,81.45,81.45,458.9,458.9,0.8,0.8
btc-updown-15m-1761796800,0.18,18,1,76.0,76.0,437.9,437.9,0.8,0.8
btc-updown-15m-1761796800,0.2,22,2,339.1,452.62,47.5,53.5,0.8,0.8
btc-updown-15m-1761796800,0.23,24,1,526.5,526.5,449.0,449.0,0.7,0.7
btc-updown-15m-1761796800,0.24,24,1,510.0,510.0,489.2,489.2,0.8,0.8
btc-updown-15m-1761796800,0.25,26,1,437.0,437.0,1373.7,1373.7,0.7,0.7
btc-updown-15m-1761796800,0.26,26,1,460.0,460.0,1024.5,1024.5,0.7,0.7
btc-updown-15m-1761796800,0.29,30,1,176.0,176.0,575.1,575.1,0.7,0.7
btc-updown-15m-1761796800,0.3,30,2,478.2,502.84,276.3,403.3,0.7,0.7
btc-updown-15m-1761796800,0.32,34,2,479.335,482.187,540.7,588.4,0.6,0.6
btc-updown-15m-1761796800,0.33,34,2,474.0,482.8,394.6,543.8,0.6,0.6
btc-updown-15m-1761796800,0.36,36,2,389.955,412.391,315.5,532.7,0.6,0.6
btc-updown-15m-1761796800,0.37,38,1,92.0,92.0,450.0,450.0,0.6,0.6
btc-updown-15m-1761796800,0.38,38,1,83.85,83.85,484.4,484.4,0.6,0.6
btc-updown-15m-1761796800,0.43,44,1,462.0,462.0,173.0,173.0,0.5,0.5
btc-updown-15m-1761796800,0.44,44,1,451.0,451.0,461.0,461.0,0.5,0.5
btc-updown-15m-1761796800,0.46,46,1,131.0,131.0,263.0,263.0,0.5,0.5
btc-updown-15m-1761796800,0.51,54,1,276.65,276.65,125.0,125.0,0.4,0.4
btc-updown-15m-1761801300,0.3,30,1,471.0,471.0,556.0,556.0,0.7,0.7
btc-updown-15m-1761801300,0.31,32,1,458.0,458.0,242.0,242.0,0.7,0.7
btc-updown-15m-1761801300,0.32,32,1,551.0,551.0,501.0,501.0,0.7,0.7
btc-updown-15m-1761801300,0.33,34,1,89.03,89.03,602.0,602.0,0.6,0.6
btc-updown-15m-1761801300,0.34,34,2,409.9,456.22,321.0,453.8,0.6,0.6
btc-updown-15m-1761801300,0.34,36,1,499.0,499.0,616.9,616.9,0.6,0.6
btc-updown-15m-1761801300,0.35,34,1,487.17,487.17,448.0,448.0,0.6,0.6
btc-updown-15m-1761801300,0.35,36,2,3475.0,3485.8,504.0,662.3,0.6,0.6
btc-updown-15m-1761801300,0.36,36,2,471.5,471.9,239.0,283.0,0.6,0.6
btc-updown-15m-1761801300,0.37,38,1,424.0,424.0,665.5,665.5,0.6,0.6
btc-updown-15m-1761801300,0.37,40,1,52.6,52.6,401.6,401.6,0.6,0.6
btc-updown-15m-1761801300,0.38,38,1,468.0,468.0,151.0,151.0,0.6,0.6
btc-updown-15m-1761801300,0.4,40,2,1937.45,2332.146,569.6,635.4,0.6,0.6
btc-updown-15m-1761801300,0.4,42,1,3887.5,3887.5,586.6,586.6,0.6,0.6
btc-updown-15m-1761801300,0.4,44,1,238.0,238.0,324.8,324.8,0.5,0.5
btc-updown-15m-1761801300,0.41,40,1,441.0,441.0,159.0,159.0,0.6,0.6
btc-updown-15m-1761801300,0.41,42,2,2550.155,3949.631,292.8,419.8,0.6,0.6
btc-updown-15m-1761801300,0.43,44,3,443.0,531.28,231.0,410.9,0.5,0.5
btc-updown-15m-1761801300,0.45,48,1,572.0,572.0,55.0,55.0,0.5,0.5
btc-updown-15m-1761801300,0.46,46,2,84.0,103.2,260.0,442.4,0.5,0.5
btc-updown-15m-1761801300,0.47,48,1,519.7,519.7,555.1,555.1,0.5,0.5
btc-updown-15m-1761801300,0.48,48,2,462.0,485.2,32.5,38.5,0.5,0.5
btc-updown-15m-1761801300,0.48,50,2,446.4,454.72,302.0,479.6,0.5,0.5
btc-updown-15m-1761801300,0.49,48,1,571.0,571.0,345.5,345.5,0.5,0.5
btc-updown-15m-1761801300,0.49,50,1,415.0,415.0,624.0,624.0,0.5,0.5
btc-updown-15m-1761801300,0.49,52,1,590.03,590.03,100.2,100.2,0.5,0.5
btc-updown-15m-1761801300,0.52,52,1,41.0,41.0,432.0,432.0,0.5,0.5
btc-updown-15m-1761801300,0.52,54,1,457.0,457.0,569.0,569.0,0.4,0.4
btc-updown-15m-1761801300,0.53,54,2,452.85,479.93,297.6,496.4,0.4,0.4
btc-updown-15m-1761801300,0.54,56,1,53.0,53.0,557.1,557.1,0.4,0.4
btc-updown-15m-1761801300,0.55,56,1,417.0,417.0,80.0,80.0,0.4,0.4
btc-updown-15m-1761801300,0.58,60,1,445.0,445.0,470.0,470.0,0.4,0.4
btc-updown-15m-1761801300,0.6,60,2,239.6,395.12,294.4,419.7,0.4,0.4
btc-updown-15m-1761801300,0.6,62,1,33.0,33.0,518.0,518.0,0.4,0.4
btc-updown-15m-1761801300,0.61,62,1,76.3,76.3,470.0,470.0,0.4,0.4
btc-updown-15m-1761801300,0.63,66,1,68.0,68.0,440.0,440.0,0.3,0.3
btc-updown-15m-1761801300,0.64,64,1,487.08,487.08,461.0,461.0,0.3,0.3
btc-updown-15m-1761801300,0.64,66,1,421.0,421.0,525.0,525.0,0.3,0.3
btc-updown-15m-1761801300,0.66,68,1,516.1,516.1,464.0,464.0,0.3,0.3
btc-updown-15m-1761801300,0.69,68,1,25.0,25.0,37.0,37.0,0.3,0.3
btc-updown-15m-1761801300,0.71,72,1,269.0,269.0,478.0,478.0,0.3,0.3
btc-updown-15m-1761801300,0.72,72,1,574.4,574.4,518.5,518.5,0.3,0.3
btc-updown-15m-1761801300,0.75,76,1,159.8,159.8,65.0,65.0,0.2,0.2
btc-updown-15m-1761801300,0.81,84,1,40.0,40.0,150.0,150.0,0.1,0.1
btc-updown-15m-1761801300,0.97,96,1,439.3,439.3,1494.9,1494.9,0.0,0.0
btc-updown-15m-1761801300,0.98,98,2,425.24,731.032,280.8,386.4,0.0,0.0
btc-updown-15m-1761805800,0.47,48,1,235.49,235.49,439.3,439.3,0.5,0.5
btc-updown-15m-1761805800,0.55,56,1,233.2,233.2,63.0,63.0,0.4,0.4
btc-updown-15m-1761805800,0.56,56,1,92.98,92.98,51.0,51.0,0.4,0.4
btc-updown-15m-1761805800,0.59,60,1,110.0,110.0,121.0,121.0,0.4,0.4
btc-updown-15m-1761805800,0.63,64,2,598.365,617.617,265.5,437.9,0.3,0.3
btc-updown-15m-1761805800,0.64,64,1,270.8,270.8,92.0,92.0,0.3,0.3
btc-updown-15m-1761805800,0.65,66,2,646.88,650.44,525.8,581.2,0.3,0.3
btc-updown-15m-1761805800,0.67,68,4,395.7,546.6,198.5,517.5,0.3,0.3
btc-updown-15m-1761805800,0.68,70,1,634.01,634.01,495.2,495.2,0.3,0.3
btc-updown-15m-1761805800,0.69,70,1,154.0,154.0,47.0,47.0,0.3,0.3
btc-updown-15m-1761805800,0.7,70,1,447.0,447.0,460.0,460.0,0.3,0.3
btc-updown-15m-1761805800,0.7,72,2,234.045,279.609,632.1,797.9,0.3,0.3
btc-updown-15m-1761805800,0.71,72,4,311.6,523.063,210.0,659.8,0.3,0.3
btc-updown-15m-1761805800,0.72,72,1,186.0,186.0,456.0,456.0,0.3,0.3
btc-updown-15m-1761805800,0.73,74,4,434.5,489.4,329.5,482.7,0.2,0.2
btc-updown-15m-1761805800,0.74,74,3,77.0,157.4,725.4,809.8,0.2,0.2
btc-updown-15m-1761805800,0.74,76,3,469.0,685.0,1048.6,1062.4,0.2,0.2
btc-updown-15m-1761805800,0.75,76,3,290.0,1226.0,618.7,1381.3,0.2,0.2
btc-updown-15m-1761805800,0.76,76,2,329.76,523.12,1273.0,1452.5,0.2,0.2
btc-updown-15m-1761805800,0.78,78,1,465.0,465.0,504.0,504.0,0.2,0.2
btc-updown-15m-1761805800,0.79,80,2,405.515,522.887,107.5,143.1,0.2,0.2
btc-updown-15m-1761805800,0.8,80,1,577.0,577.0,498.6,498.6,0.2,0.2
btc-updown-15m-1761805800,0.8,82,1,583.0,583.0,489.8,489.8,0.2,0.2
btc-updown-15m-1761805800,0.85,86,2,279.0,444.6,841.0,1145.8,0.1,0.1
btc-updown-15m-1761805800,0.87,88,1,976.0,976.0,69.3,69.3,0.1,0.1
btc-updown-15m-1761805800,0.94,94,1,544.17,544.17,435.0,435.0,0.0,0.0
btc-updown-15m-1761805800,0.98,98,1,1021.12,1021.12,756.1,756.1,0.0,0.0
btc-updown-15m-1761813000,0.92,92,1,877.6,877.6,1349.4,1349.4,0.1,0.1
btc-updown-15m-1761813000,0.93,94,2,675.375,766.819,1104.3,1217.9,0.0,0.0
btc-updown-15m-1761813000,0.94,94,2,505.63,717.334,1037.4,1076.2,0.0,0.0
btc-updown-15m-1761813000,0.94,96,1,866.7,866.7,2963.1,2963.1,0.0,0.0
btc-updown-15m-1761813000,0.95,94,3,502.0,598.0,1431.9,1881.4,0.0,0.0
btc-updown-15m-1761813000,0.96,96,3,1374.2,1637.928,2725.7,2830.5,0.0,0.0
btc-updown-15m-1761813000,0.97,96,1,171.99,171.99,3258.1,3258.1,0.0,0.0
btc-updown-15m-1761813000,0.98,98,1,530.0,530.0,1321.9,1321.9,0.0,0.0
btc-updown-15m-1761817500,0.09,8,1,88.0,88.0,943.9,943.9,0.9,0.9
btc-updown-15m-1761817500,0.17,18,1,593.81,593.81,220.0,220.0,0.8,0.8
btc-updown-15m-1761817500,0.29,32,1,915.0,915.0,44.0,44.0,0.7,0.7
btc-updown-15m-1761817500,0.5,52,1,408.29,408.29,280.0,280.0,0.4,0.4
btc-updown-15m-1761817500,0.51,52,1,989.68,989.68,141.2,141.2,0.5,0.5
btc-updown-15m-1761817500,0.55,56,2,1342.0,1343.6,855.0,975.8,0.4,0.4
btc-updown-15m-1761817500,0.55,66,1,729.94,729.94,235.0,235.0,0.2,0.2
btc-updown-15m-1761817500,0.56,56,2,758.5,970.1,563.0,576.6,0.4,0.4
