slug,epoch,t_sec,jump_size,mid_at_jump,drift_30s,drift_60s,drift_120s
btc-updown-15m-1777104000,1777104000,164.9,-0.03,0.595,-0.05,0.07,-0.14
btc-updown-15m-1777104000,1777104000,174.9,-0.07,0.515,0.09,0.15,-0.04
btc-updown-15m-1777104000,1777104000,186.6,0.03,0.545,0.12,0.12,0.09
btc-updown-15m-1777104000,1777104000,202.9,0.04,0.585,0.08,0.07,0.05
btc-updown-15m-1777104000,1777104000,213.1,0.055,0.645,0.02,-0.02,-0.01
btc-updown-15m-1777104000,1777104000,249,0.035,0.7,-0.235,-0.065,0.055
btc-updown-15m-1777104000,1777104000,259.5,-0.035,0.67,-0.225,-0.035,0.075
btc-updown-15m-1777104000,1777104000,270.9,-0.035,0.64,-0.055,-0.005,0.105
btc-updown-15m-1777104000,1777104000,281.3,-0.17,0.455,0.18,0.18,0.29
btc-updown-15m-1777104000,1777104000,297.5,-0.03,0.425,0.21,0.28,0.38
btc-updown-15m-1777104000,1777104000,307.5,0.21,0.635,0,0.12,0.24
btc-updown-15m-1777104000,1777104000,343.8,0.035,0.67,0.085,0.075,0.175
btc-updown-15m-1777104000,1777104000,358,0.035,0.74,0.005,0.105,0.105
btc-updown-15m-1777104000,1777104000,411.1,0.035,0.78,0.065,0.065,-0.065
btc-updown-15m-1777104000,1777104000,421.2,0.085,0.865,-0.02,-0.02,-0.07
btc-updown-15m-1777104000,1777104000,431.7,-0.03,0.845,0,-0.095,-0.09
btc-updown-15m-1777104000,1777104000,489,-0.03,0.815,-0.115,-0.07,0.1
btc-updown-15m-1777104000,1777104000,499,-0.08,0.71,0.005,0.055,0.225
btc-updown-15m-1777104000,1777104000,511,-0.03,0.72,0.075,0.055,0.215
btc-updown-15m-1777104000,1777104000,521,-0.09,0.675,0.08,0.13,0.23
btc-updown-15m-1777104000,1777104000,531,0.04,0.715,0.02,0.13,0.195
btc-updown-15m-1777104000,1777104000,541.6,0.08,0.795,-0.02,0.055,0.115
btc-updown-15m-1777104000,1777104000,551.7,-0.04,0.755,0.05,0.16,0.15
btc-updown-15m-1777104000,1777104000,561.8,-0.06,0.695,0.15,0.235,0.22
btc-updown-15m-1777104000,1777104000,572.2,0.07,0.775,0.08,0.16,0.14
btc-updown-15m-1777104000,1777104000,582.2,0.03,0.805,0.11,0.1,0.11
btc-updown-15m-1777104000,1777104000,592.3,0.04,0.845,0.09,0.06,0.07
btc-updown-15m-1777104000,1777104000,603.1,0.03,0.875,0.05,0.035,0.03
btc-updown-15m-1777104000,1777104000,613.1,0.035,0.925,-0.02,-0.02,-0.03
btc-updown-15m-1777104000,1777104000,623.7,0.035,0.95,-0.045,-0.04,-0.065
btc-updown-15m-1777104000,1777104000,634,-0.035,0.92,-0.015,-0.005,-0.035
btc-updown-15m-1777104000,1777104000,648.6,-0.03,0.885,0.03,0.03,0.01
btc-updown-15m-1777104000,1777104000,728.9,-0.03,0.895,-0.005,0,0.095
btc-updown-15m-1777104000,1777104000,749.3,-0.03,0.865,0.02,0.05,0.12
btc-updown-15m-1777104000,1777104000,759.9,0.04,0.895,0,0.03,0.085
btc-updown-15m-1777104000,1777104000,805.4,0.03,0.925,0.04,0.065,
btc-updown-15m-1777104000,1777104000,835.4,0.035,0.97,0.02,0.01,
btc-updown-15m-1777113900,1777113900,7.7,0.035,0.5,0.115,0.115,-0.095
btc-updown-15m-1777113900,1777113900,22.4,0.03,0.555,0.07,0,-0.15
btc-updown-15m-1777113900,1777113900,32.4,0.06,0.615,0,-0.165,-0.23
btc-updown-15m-1777113900,1777113900,62.9,-0.03,0.595,-0.14,-0.11,-0.3
btc-updown-15m-1777113900,1777113900,73,-0.06,0.535,-0.075,-0.13,-0.25
btc-updown-15m-1777113900,1777113900,88.4,-0.03,0.525,-0.03,-0.14,-0.24
btc-updown-15m-1777113900,1777113900,98.4,-0.065,0.46,-0.055,-0.075,-0.235
btc-updown-15m-1777113900,1777113900,113.4,0.035,0.495,-0.09,-0.16,-0.28
btc-updown-15m-1777113900,1777113900,125.1,-0.035,0.46,-0.075,-0.165,-0.245
btc-updown-15m-1777113900,1777113900,147.2,-0.03,0.375,-0.07,-0.09,-0.17
btc-updown-15m-1777113900,1777113900,171.5,-0.03,0.355,-0.07,-0.14,-0.13
btc-updown-15m-1777113900,1777113900,181.5,-0.045,0.295,0,-0.08,-0.07
btc-updown-15m-1777113900,1777113900,214,-0.035,0.25,-0.035,-0.045,-0.025
btc-updown-15m-1777113900,1777113900,391.7,0.03,0.235,0.02,0.025,-0.07
btc-updown-15m-1777113900,1777113900,401.8,0.03,0.265,-0.02,-0.03,-0.09
btc-updown-15m-1777113900,1777113900,452.5,0.03,0.265,-0.07,-0.1,0.06
btc-updown-15m-1777113900,1777113900,462.6,-0.035,0.235,-0.05,-0.06,0.09
btc-updown-15m-1777113900,1777113900,478.5,0.03,0.205,-0.04,-0.02,0.07
btc-updown-15m-1777113900,1777113900,488.5,-0.04,0.165,0.02,0.03,0.14
btc-updown-15m-1777113900,1777113900,516.2,0.03,0.205,-0.015,0.12,0.1
btc-updown-15m-1777113900,1777113900,552.3,0.03,0.215,0.11,0.09,0.1
btc-updown-15m-1777113900,1777113900,562.4,0.265,0.485,-0.21,-0.18,-0.14
btc-updown-15m-1777113900,1777113900,572.7,-0.15,0.325,-0.07,-0.02,0.03
btc-updown-15m-1777113900,1777113900,583.2,-0.035,0.29,0.015,0.015,0.055
btc-updown-15m-1777113900,1777113900,601,-0.03,0.245,0.06,0.05,0.11
btc-updown-15m-1777113900,1777113900,611,0.07,0.315,-0.01,-0.01,0.02
btc-updown-15m-1777113900,1777113900,672.8,0.03,0.325,0.02,0.01,-0.06
btc-updown-15m-1777113900,1777113900,769.2,-0.03,0.305,-0.05,-0.25,-0.28
btc-updown-15m-1777113900,1777113900,783,-0.03,0.285,0,-0.24,
btc-updown-15m-1777113900,1777113900,799.4,0.04,0.255,-0.2,-0.16,
btc-updown-15m-1777113900,1777113900,809.4,0.04,0.295,-0.23,-0.235,
btc-updown-15m-1777113900,1777113900,819.5,-0.18,0.115,-0.08,-0.09,
btc-updown-15m-1777113900,1777113900,829.7,-0.06,0.055,0.04,-0.03,
btc-updown-15m-1777113900,1777113900,848.2,-0.03,0.035,-0.01,,
btc-updown-15m-1777113900,1777113900,858.3,0.06,0.095,-0.07,,
btc-updown-15m-1777113900,1777113900,868.4,-0.035,0.06,-0.05,,
btc-updown-15m-1777113900,1777113900,878.4,-0.03,0.025,,,
btc-updown-15m-1777113900,1777113900,890.3,-0.035,0.025,,,
btc-updown-15m-1777124700,1777124700,0.6,-0.07,0.435,0.1,0.21,0.16
btc-updown-15m-1777124700,1777124700,10.6,0.035,0.455,0.1,0.16,0.16
btc-updown-15m-1777124700,1777124700,20.8,0.05,0.505,0.05,0.1,0.12
btc-updown-15m-1777124700,1777124700,30.9,0.03,0.535,0.11,0.08,0.09
btc-updown-15m-1777124700,1777124700,53.6,0.035,0.59,0.015,-0.005,0.025
btc-updown-15m-1777124700,1777124700,70,-0.03,0.615,-0.03,0,0.01
btc-updown-15m-1777124700,1777124700,97.8,-0.03,0.585,0.03,0.05,0.04
btc-updown-15m-1777124700,1777124700,167.4,-0.03,0.605,0.02,0.03,-0.015
btc-updown-15m-1777124700,1777124700,231.8,0.03,0.655,0.15,-0.29,-0.26
btc-updown-15m-1777124700,1777124700,242.3,0.05,0.705,0.05,-0.28,-0.31
btc-updown-15m-1777124700,1777124700,252.3,0.07,0.775,-0.06,-0.35,-0.42
btc-updown-15m-1777124700,1777124700,262.3,0.03,0.805,-0.44,-0.39,-0.56
btc-updown-15m-1777124700,1777124700,272.3,-0.05,0.755,-0.33,-0.36,-0.47
btc-updown-15m-1777124700,1777124700,282.7,-0.04,0.715,-0.29,-0.32,-0.42
btc-updown-15m-1777124700,1777124700,293.3,-0.31,0.365,0.05,0.03,-0.07
btc-updown-15m-1777124700,1777124700,303.4,0.06,0.425,-0.03,-0.03,-0.14
btc-updown-15m-1777124700,1777124700,370.9,-0.03,0.365,-0.07,-0.08,-0.13
btc-updown-15m-1777124700,1777124700,380.9,-0.04,0.325,-0.03,-0.04,-0.09
btc-updown-15m-1777124700,1777124700,390.9,-0.04,0.285,0,-0.02,-0.05
btc-updown-15m-1777124700,1777124700,521,0.03,0.265,0.39,0.4,0.46
btc-updown-15m-1777124700,1777124700,531.1,0.3,0.635,0.02,0.05,0.06
btc-updown-15m-1777124700,1777124700,647.8,-0.03,0.695,0,0.095,0.16
btc-updown-15m-1777124700,1777124700,704.7,-0.035,0.68,0.155,0.165,0.155
btc-updown-15m-1777124700,1777124700,714.7,0.21,0.885,-0.04,-0.06,-0.02
btc-updown-15m-1777124700,1777124700,725,-0.04,0.845,0,-0.05,0.01
btc-updown-15m-1777124700,1777124700,777.1,-0.03,0.825,0.02,0.03,0.14
btc-updown-15m-1777124700,1777124700,796.3,0.035,0.83,0.015,0.045,
btc-updown-15m-1777124700,1777124700,812.3,-0.035,0.81,0.045,0.105,
btc-updown-15m-1777124700,1777124700,825.1,0.03,0.845,0.02,0.1,
btc-updown-15m-1777124700,1777124700,869.3,0.03,0.905,0.08,,
btc-updown-15m-1777124700,1777124700,879.5,0.03,0.935,,,
btc-updown-15m-1777124700,1777124700,894,0.03,0.975,,,
btc-updown-15m-1777134600,1777134600,1.1,0.05,0.605,-0.01,0.02,-0.04
btc-updown-15m-1777134600,1777134600,42.1,0.03,0.625,0,-0.05,-0.07
btc-updown-15m-1777134600,1777134600,101.3,-0.03,0.595,-0.04,-0.04,-0.36
btc-updown-15m-1777134600,1777134600,139.7,-0.03,0.525,0.02,-0.21,-0.26
btc-updown-15m-1777134600,1777134600,149.7,0.04,0.555,0.01,-0.24,-0.12
btc-updown-15m-1777134600,1777134600,160,-0.03,0.525,-0.12,-0.29,-0.05
btc-updown-15m-1777134600,1777134600,183,-0.04,0.515,-0.25,-0.26,-0.06
btc-updown-15m-1777134600,1777134600,193.1,-0.145,0.365,-0.13,-0.1,0.11
btc-updown-15m-1777134600,1777134600,211.2,-0.04,0.305,-0.05,0.18,0.26
btc-updown-15m-1777134600,1777134600,221.6,-0.07,0.235,0.03,0.24,0.21
btc-updown-15m-1777134600,1777134600,237.6,0.03,0.255,0.11,0.18,0.18
btc-updown-15m-1777134600,1777134600,261.4,0.05,0.315,0.12,0.23,0.34
btc-updown-15m-1777134600,1777134600,271.4,0.145,0.485,-0.05,0.08,0.17
btc-updown-15m-1777134600,1777134600,286.6,-0.035,0.45,0.025,-0.005,0.175
btc-updown-15m-1777134600,1777134600,305.3,0.03,0.465,0.08,-0.01,0.09
btc-updown-15m-1777134600,1777134600,320.9,0.04,0.515,-0.07,0.14,-0.09
btc-updown-15m-1777134600,1777134600,336,-0.03,0.515,-0.02,0.14,-0.1
btc-updown-15m-1777134600,1777134600,346.1,-0.06,0.445,0.21,0.18,-0.12
btc-updown-15m-1777134600,1777134600,365.3,0.04,0.475,0.18,0.08,-0.37
btc-updown-15m-1777134600,1777134600,403.6,-0.03,0.625,-0.19,-0.3,-0.58
btc-updown-15m-1777134600,1777134600,415.9,-0.07,0.555,-0.14,-0.25,-0.5
btc-updown-15m-1777134600,1777134600,426.5,-0.03,0.525,-0.11,-0.44,-0.45
btc-updown-15m-1777134600,1777134600,442,-0.03,0.425,-0.12,-0.4,-0.38
btc-updown-15m-1777134600,1777134600,456.8,-0.035,0.38,-0.295,-0.335,-0.335
btc-updown-15m-1777134600,1777134600,469.8,-0.05,0.325,-0.3,-0.28,-0.26
btc-updown-15m-1777134600,1777134600,484.7,-0.035,0.27,-0.225,-0.205,-0.205
btc-updown-15m-1777134600,1777134600,494.7,-0.17,0.095,-0.05,-0.03,-0.04
btc-updown-15m-1777134600,1777134600,504.7,-0.06,0.035,0.02,0.01,0.052
btc-updown-15m-1777134600,1777134600,519,0.03,0.045,0.03,0,0.0715
btc-updown-15m-1777134600,1777134600,545.3,0.04,0.095,-0.05,-0.03,0.0315
btc-updown-15m-1777134600,1777134600,555.4,-0.03,0.065,-0.01,-0.01,0.0755
btc-updown-15m-1777134600,1777134600,617.1,0.03,0.095,0.0175,0.018,-0.0255
btc-updown-15m-1777134600,1777134600,637.5,0.036,0.0995,0.04,-0.013,-0.034
btc-updown-15m-1777134600,1777134600,659.9,-0.031,0.084,-0.0015,-0.0265,0.038
btc-updown-15m-1777134600,1777134600,669.9,0.0525,0.136,-0.0645,-0.0825,-0.0155
btc-updown-15m-1777134600,1777134600,680,-0.0615,0.1005,-0.0485,-0.031,-0.0045
btc-updown-15m-1777134600,1777134600,696.1,-0.035,0.0745,-0.02,-0.009,0.045
btc-updown-15m-1777134600,1777134600,707,-0.033,0.053,0.0165,0.036,0.0665
btc-updown-15m-1777134600,1777134600,765.4,0.0305,0.096,-0.019,0.0235,0.0745
btc-updown-15m-1777134600,1777134600,777.5,0.033,0.122,-0.026,0.0355,0.0485
btc-updown-15m-1777134600,1777134600,793.5,-0.03,0.0845,0.035,0.086,
btc-updown-15m-1777134600,1777134600,811.3,0.03,0.118,0.0405,0.0525,
btc-updown-15m-1777134600,1777134600,827.4,0.0315,0.1195,0.051,0.051,
btc-updown-15m-1777134600,1777134600,840.7,0.0695,0.1575,0.013,,
btc-updown-15m-1777134600,1777134600,853.5,0.0325,0.191,-0.0205,,
btc-updown-15m-1777134600,1777134600,863.5,-0.126,0.065,0.1055,,
btc-updown-15m-1777134600,1777134600,873.5,-0.0855,0.085,,,
btc-updown-15m-1777134600,1777134600,884.1,-0.0305,0.14,,,
btc-updown-15m-1777134600,1777134600,894.2,-0.161,0.0095,,,
btc-updown-15m-1777145400,1777145400,0.1,0.04,0.565,-0.03,-0.04,-0.07
btc-updown-15m-1777145400,1777145400,10.9,-0.04,0.535,0,0,-0.04
btc-updown-15m-1777145400,1777145400,186.1,-0.035,0.45,-0.095,-0.145,-0.005
btc-updown-15m-1777145400,1777145400,211.3,-0.03,0.365,-0.06,-0.01,0
btc-updown-15m-1777145400,1777145400,221.3,-0.09,0.305,0,0.04,0.09
btc-updown-15m-1777145400,1777145400,231.4,-0.09,0.305,0.03,0.04,0.04
btc-updown-15m-1777145400,1777145400,241.9,-0.09,0.305,0.05,0.14,0.04
btc-updown-15m-1777145400,1777145400,251.9,-0.09,0.305,0.04,0.14,0.05
btc-updown-15m-1777145400,1777145400,261.9,-0.06,0.335,0.01,0.04,0.01
btc-updown-15m-1777145400,1777145400,272,-0.04,0.355,0.09,0.02,0
btc-updown-15m-1777145400,1777145400,282.1,-0.05,0.345,0.1,0.04,0.01
btc-updown-15m-1777145400,1777145400,292.1,-0.05,0.345,0.03,0,0.01
btc-updown-15m-1777145400,1777145400,302.1,0.1,0.445,-0.07,-0.1,-0.07
btc-updown-15m-1777145400,1777145400,313.4,0.035,0.47,-0.085,-0.115,-0.095
btc-updown-15m-1777145400,1777145400,323.4,-0.115,0.355,-0.01,-0.01,0.02
btc-updown-15m-1777145400,1777145400,336.3,0.03,0.385,-0.04,-0.03,-0.03
btc-updown-15m-1777145400,1777145400,347.2,-0.03,0.365,-0.02,-0.01,-0.01
btc-updown-15m-1777145400,1777145400,481.6,-0.035,0.32,-0.095,-0.095,-0.095
btc-updown-15m-1777145400,1777145400,491.6,-0.055,0.265,-0.04,-0.04,-0.04
btc-updown-15m-1777145400,1777145400,501.6,-0.03,0.235,-0.01,-0.01,-0.01
btc-updown-15m-1777145400,1777145400,655.3,-0.03,0.195,0.08,-0.1,-0.11
btc-updown-15m-1777145400,1777145400,667.2,0.035,0.21,-0.045,-0.115,-0.145
btc-updown-15m-1777145400,1777145400,677.3,0.06,0.275,-0.16,-0.17,-0.21
btc-updown-15m-1777145400,1777145400,691.3,-0.03,0.245,-0.15,-0.14,-0.19
btc-updown-15m-1777145400,1777145400,713,-0.03,0.205,-0.1,-0.12,-0.16
btc-updown-15m-1777145400,1777145400,871.1,-0.03,0.015,,,
btc-updown-15m-1777155300,1777155300,2.5,0.03,0.525,0.01,0.05,0.13
btc-updown-15m-1777155300,1777155300,16.1,0.03,0.515,0.02,0.08,0.14
btc-updown-15m-1777155300,1777155300,60.2,0.035,0.57,0.095,0.085,-0.055
btc-updown-15m-1777155300,1777155300,76.5,0.035,0.61,0.045,0.045,-0.085
btc-updown-15m-1777155300,1777155300,86.6,0.04,0.665,-0.01,-0.02,-0.15
btc-updown-15m-1777155300,1777155300,99.5,-0.03,0.635,0.02,0.01,-0.12
btc-updown-15m-1777155300,1777155300,175.2,-0.035,0.61,-0.095,-0.115,-0.075
btc-updown-15m-1777155300,1777155300,185.2,-0.07,0.525,-0.01,0.01,0.02
btc-updown-15m-1777155300,1777155300,207.3,-0.03,0.515,0.02,0.03,0.07
btc-updown-15m-1777155300,1777155300,238.8,0.04,0.535,0.01,0.01,0.11
btc-updown-15m-1777155300,1777155300,254.5,0.035,0.57,-0.035,-0.025,0.075
btc-updown-15m-1777155300,1777155300,320.1,0.035,0.58,0.065,-0.07,0.005
btc-updown-15m-1777155300,1777155300,331.1,0.03,0.615,0.03,-0.13,-0.11
btc-updown-15m-1777155300,1777155300,341.2,0.03,0.645,0,-0.12,-0.095
btc-updown-15m-1777155300,1777155300,376.3,-0.03,0.615,-0.08,0.01,0.01
btc-updown-15m-1777155300,1777155300,386.3,-0.095,0.5,0.035,0.105,0.125
btc-updown-15m-1777155300,1777155300,398.1,0.035,0.51,0.125,0.035,0.125
btc-updown-15m-1777155300,1777155300,413,0.03,0.535,0.08,0.06,0.11
btc-updown-15m-1777155300,1777155300,423.4,0.035,0.57,-0.05,0.045,0.085
btc-updown-15m-1777155300,1777155300,433.8,0.03,0.615,-0.04,0.01,0.06
btc-updown-15m-1777155300,1777155300,446.9,0.04,0.605,-0.01,0.02,0.08
btc-updown-15m-1777155300,1777155300,456.9,-0.06,0.545,0.07,0.08,0.14
btc-updown-15m-1777155300,1777155300,466.9,0.04,0.585,0.04,0.05,0.1
btc-updown-15m-1777155300,1777155300,482,0.03,0.615,0.01,0.04,0.1
btc-updown-15m-1777155300,1777155300,544.3,0.03,0.675,0.01,0.04,0.08
btc-updown-15m-1777155300,1777155300,609.7,0.035,0.72,0.015,0.045,0.045
btc-updown-15m-1777155300,1777155300,707.9,0.04,0.815,-0.05,0.02,0.1
btc-updown-15m-1777155300,1777155300,717.9,0.06,0.885,-0.12,-0.04,0.07
btc-updown-15m-1777155300,1777155300,728.2,-0.11,0.775,0.06,0.11,0.2
btc-updown-15m-1777155300,1777155300,748.5,0.03,0.795,0.05,0.11,0.18
btc-updown-15m-1777155300,1777155300,758.5,0.04,0.835,0.05,0.07,0.15
btc-updown-15m-1777155300,1777155300,780.9,0.035,0.87,0.035,0.085,
btc-updown-15m-1777155300,1777155300,805.3,0.03,0.915,0.01,0.06,
btc-updown-15m-1777155300,1777155300,815.4,-0.04,0.905,0.07,0.08,
btc-updown-15m-1777155300,1777155300,837.7,0.035,0.95,0.025,0.04,
btc-updown-15m-1777155300,1777155300,848.5,0.03,0.975,0.01,,
btc-updown-15m-1777166100,1777166100,17.4,0.03,0.525,0.04,0.05,0.06
btc-updown-15m-1777166100,1777166100,38.1,0.03,0.555,0.02,0.02,0.1
btc-updown-15m-1777166100,1777166100,150.7,0.03,0.625,0.08,0.09,-0.01
btc-updown-15m-1777166100,1777166100,160.7,0.045,0.685,0.02,0.05,-0.09
btc-updown-15m-1777166100,1777166100,213.1,0.03,0.735,0,-0.12,-0.23
btc-updown-15m-1777166100,1777166100,259.4,0.03,0.765,-0.05,-0.34,-0.22
btc-updown-15m-1777166100,1777166100,269.4,-0.16,0.615,-0.2,-0.11,-0.04
btc-updown-15m-1777166100,1777166100,285.1,0.03,0.645,-0.22,-0.14,-0.02
btc-updown-15m-1777166100,1777166100,295.8,-0.22,0.425,0.08,0.07,0.23
btc-updown-15m-1777166100,1777166100,324,0.03,0.455,0.04,0.09,0.23
btc-updown-15m-1777166100,1777166100,334.1,0.04,0.505,0.06,0.12,0.19
btc-updown-15m-1777166100,1777166100,361.8,0.04,0.535,0.09,0.12,0.23
btc-updown-15m-1777166100,1777166100,390.2,0.035,0.58,0.075,0.105,0.305
btc-updown-15m-1777166100,1777166100,400.2,0.04,0.625,0.03,0.07,0.23
btc-updown-15m-1777166100,1777166100,414.9,0.03,0.655,0.03,0.07,0.2
btc-updown-15m-1777166100,1777166100,435.6,0.03,0.685,0.01,0.19,0.13
btc-updown-15m-1777166100,1777166100,474.4,0.03,0.725,0.16,0.13,-0.05
btc-updown-15m-1777166100,1777166100,484.4,0.065,0.79,0.095,0.065,-0.165
btc-updown-15m-1777166100,1777166100,494.4,0.07,0.865,-0.01,-0.05,-0.19
btc-updown-15m-1777166100,1777166100,516.8,-0.03,0.855,0,-0.03,-0.01
btc-updown-15m-1777166100,1777166100,548.1,-0.03,0.825,0,-0.17,-0.14
btc-updown-15m-1777166100,1777166100,563.7,-0.03,0.775,-0.13,0.09,-0.13
btc-updown-15m-1777166100,1777166100,573.7,0.03,0.805,-0.37,0.05,-0.28
btc-updown-15m-1777166100,1777166100,584.7,-0.035,0.78,-0.095,0.065,-0.275
btc-updown-15m-1777166100,1777166100,594.8,-0.045,0.705,0.15,0.01,-0.28
btc-updown-15m-1777166100,1777166100,605.2,-0.14,0.545,0.3,0.15,-0.09
btc-updown-15m-1777166100,1777166100,615.2,0.15,0.695,0.15,-0.04,-0.25
btc-updown-15m-1777166100,1777166100,625.3,0.16,0.855,-0.14,-0.21,-0.37
btc-updown-15m-1777166100,1777166100,636.9,-0.03,0.845,-0.15,-0.32,-0.42
btc-updown-15m-1777166100,1777166100,647.1,-0.03,0.815,-0.17,-0.35,-0.34
btc-updown-15m-1777166100,1777166100,657.1,-0.09,0.715,-0.085,-0.26,-0.29
btc-updown-15m-1777166100,1777166100,668.1,-0.035,0.68,-0.145,-0.225,-0.275
btc-updown-15m-1777166100,1777166100,678.8,-0.03,0.635,-0.19,-0.15,-0.24
btc-updown-15m-1777166100,1777166100,690.1,-0.03,0.615,-0.2,-0.185,-0.18
btc-updown-15m-1777166100,1777166100,700.1,-0.1,0.515,-0.07,-0.01,-0.09
btc-updown-15m-1777166100,1777166100,710.6,-0.07,0.465,0.005,-0.03,-0.025
btc-updown-15m-1777166100,1777166100,720.6,-0.06,0.405,0.03,-0.01,-0.07
btc-updown-15m-1777166100,1777166100,730.6,0.04,0.445,0.06,0.03,-0.14
btc-updown-15m-1777166100,1777166100,741.2,0.05,0.475,-0.04,-0.075,-0.35
btc-updown-15m-1777166100,1777166100,751.9,-0.03,0.425,-0.04,0.01,-0.21
btc-updown-15m-1777166100,1777166100,761.9,0.075,0.51,-0.075,-0.085,-0.395
btc-updown-15m-1777166100,1777166100,772,-0.06,0.435,0,0.01,-0.22
btc-updown-15m-1777166100,1777166100,782,-0.05,0.385,0.05,-0.09,
btc-updown-15m-1777166100,1777166100,792,0.05,0.435,-0.01,-0.13,
btc-updown-15m-1777166100,1777166100,802.3,0.03,0.455,-0.01,-0.305,
btc-updown-15m-1777166100,1777166100,817.4,-0.03,0.435,-0.12,-0.35,
